first_name,middle_initial,last_name,age,gender,zip,education,2017_gross_income_usd,employment_status
Natalia,M,Michaels,73,F,10110,postgrad,235868,retired
Xiaohan,V,Fernandez,32,M,10083,below high school,143339,engineering
Michael,U,Fernandez,64,M,10008,postgrad,115100,fitness/sports
Abel,B,Kim,32,M,10185,below high school,178031,other
Alice,Z,Kim,95,F,10119,below high school,160564,retired
John,U,Stevens,93,M,10083,below high school,69675,retired
Alice,C,Suarez,63,F,10032,college,152833,cleaning
John,Y,Suarez,45,M,10123,college,195123,accounting
Mary,B,Suarez,93,F,10186,below high school,232511,retired
John,F,Stevens,77,M,10033,high school,90721,retired
Michael,Z,Roberts,57,M,10086,high school,138054,restaurant and hospitality
Juan,F,Xing,27,M,10197,postgrad,121567,unemployed
Maria,U,Fernandez,46,F,10020,below high school,119476,management
Mark,D,Xing,64,M,10062,below high school,142121,fitness/sports
Mary,Z,Xing,25,F,10185,some college,213029,education
Hong,T,Alberts,33,F,10165,below high school,207199,fitness/sports
Juan,D,Fernandez,21,M,10136,below high school,95492,accounting
John,T,Alberts,21,M,10077,college,88119,other services
Mary,I,Kim,66,F,10096,high school,132483,retired
Michael,G,Stevens,56,M,10057,some college,166607,other services
Maria,I,Stevens,91,F,10020,postgrad,216032,retired
Hong,E,Alberts,93,F,10160,high school,153897,retired
Abel,G,Kim,66,M,10042,some college,185947,retired
Mary,Y,Roberts,90,F,10153,below high school,206567,retired
Maria,L,Xing,41,F,10011,high school,238950,other services
Mark,H,Michaels,57,M,10067,postgrad,69425,engineering
Michael,B,Mellis,24,M,10132,some college,135193,industrial
Xiaohan,D,Xing,42,M,10051,some college,245190,industrial
Susie,I,Kim,40,F,10015,below high school,84966,engineering
Xiaohan,J,Xing,23,M,10025,college,64087,restaurant and hospitality
Juan,C,Mellis,39,M,10055,college,241739,management
Xiaohan,H,Xing,64,M,10050,high school,152833,other
John,X,Stevens,58,M,10008,below high school,135643,education
Mary,G,Alberts,82,F,10087,some college,197110,retired
Natalia,R,Mellis,23,F,10042,below high school,206107,management
Mark,U,Suarez,66,M,10143,postgrad,100820,retired
Xiaohan,N,Suarez,43,M,10041,high school,226224,fitness/sports
Juan,G,Xing,87,M,10145,some college,167747,retired
Natalia,R,Roberts,32,F,10195,high school,86708,transportation
Alice,W,Alberts,63,F,10200,some college,115443,unemployed
Natalia,G,Alberts,67,F,10069,high school,85356,retired
Hong,Q,Michaels,52,F,10064,high school,79210,industrial
Mark,L,Mellis,57,M,10045,college,185036,education
Mary,Z,Kim,69,F,10180,below high school,137456,retired
Hong,S,Mellis,73,F,10020,below high school,101537,retired
Hong,Q,Xing,97,F,10178,some college,188318,retired
Alice,E,Mellis,95,F,10128,college,121653,retired
Abel,G,Kim,67,M,10018,high school,71804,retired
John,T,Alberts,55,M,10133,high school,229242,education
Xiaohan,U,Stevens,64,M,10182,below high school,192329,management
John,J,Kim,64,M,10168,postgrad,163295,food preparation
Juan,M,Alberts,64,M,10156,college,154464,unemployed
Abel,V,Mellis,88,M,10006,college,122618,retired
Xiaohan,H,Alberts,52,M,10051,below high school,150898,engineering
Juan,G,Stevens,52,M,10156,some college,141076,cleaning
Susie,C,Alberts,54,F,10109,postgrad,167075,engineering
Michael,Q,Kim,66,M,10128,some college,123232,retired
Xiaohan,T,Roberts,49,M,10192,postgrad,58400,cleaning
Xiaohan,M,Suarez,64,M,10063,high school,138319,unemployed
Natalia,G,Michaels,41,F,10167,below high school,66356,management
Alice,S,Roberts,74,F,10002,some college,127894,retired
Alice,E,Alberts,28,F,10187,some college,109455,management
John,I,Stevens,33,M,10193,college,239686,food preparation
Xiaohan,K,Xing,84,M,10132,below high school,152839,retired
Natalia,K,Kim,60,F,10174,postgrad,119440,management
Juan,I,Michaels,68,M,10167,below high school,160979,retired
Hong,R,Mellis,40,F,10037,high school,132970,other services
Mary,X,Xing,94,F,10019,postgrad,166739,retired
Mary,T,Fernandez,70,F,10118,some college,198689,retired
Alice,C,Alberts,34,F,10052,below high school,165419,unemployed
Natalia,Y,Michaels,59,F,10026,below high school,121359,education
Michael,L,Suarez,25,M,10108,high school,147076,cleaning
Abel,O,Suarez,38,M,10090,college,108877,industrial
Hong,N,Stevens,23,F,10149,below high school,227617,education
Xiaohan,V,Fernandez,73,M,10145,some college,70011,retired
Mark,V,Xing,97,M,10048,high school,143157,retired
Mary,J,Fernandez,34,F,10013,some college,154489,food preparation
Mark,J,Xing,29,M,10116,college,112020,education
Maria,W,Stevens,62,F,10160,postgrad,177452,transportation
Natalia,G,Mellis,80,F,10085,college,133974,retired
Mark,P,Fernandez,74,M,10104,postgrad,153827,retired
Natalia,C,Stevens,81,F,10108,college,147671,retired
Abel,C,Kim,43,M,10103,postgrad,207144,other services
Alice,S,Stevens,79,F,10140,postgrad,139858,retired
Xiaohan,J,Roberts,46,M,10187,below high school,168437,engineering
Alice,M,Fernandez,66,F,10019,postgrad,221388,retired
John,D,Mellis,86,M,10020,college,247624,retired
Maria,X,Michaels,86,F,10122,below high school,95991,retired
Susie,A,Suarez,32,F,10077,high school,62390,other
Juan,W,Fernandez,81,M,10146,postgrad,178162,retired
Michael,Z,Kim,91,M,10024,high school,231301,retired
Michael,B,Michaels,57,M,10022,below high school,181363,unemployed
Michael,B,Xing,35,M,10153,some college,118889,management
Mary,I,Fernandez,65,F,10153,some college,176142,restaurant and hospitality
John,J,Mellis,43,M,10171,college,117197,education
Mark,Y,Alberts,25,M,10094,below high school,240939,fitness/sports
Hong,A,Mellis,55,F,10181,below high school,115103,other services
Maria,X,Kim,50,F,10051,some college,131122,management
Alice,H,Kim,87,F,10075,below high school,170802,retired
Hong,V,Fernandez,50,F,10012,postgrad,154107,accounting
Abel,Y,Roberts,24,M,10200,college,106204,transportation
Susie,A,Stevens,41,F,10190,high school,191593,engineering
John,H,Kim,22,M,10045,postgrad,154580,engineering
Juan,F,Suarez,63,M,10069,postgrad,73490,other services
Abel,X,Suarez,69,M,10090,some college,228555,retired
Susie,R,Roberts,33,F,10052,some college,238906,industrial
Alice,Y,Kim,55,F,10172,college,60035,management
Alice,O,Suarez,38,F,10174,high school,233403,management
Michael,A,Xing,30,M,10111,below high school,66102,transportation
Michael,T,Kim,56,M,10126,some college,220255,engineering
Susie,K,Roberts,49,F,10130,some college,187801,food preparation
Juan,T,Fernandez,52,M,10020,below high school,53307,transportation
Hong,B,Fernandez,57,F,10084,high school,210301,industrial
Xiaohan,J,Suarez,66,M,10093,college,66065,retired
John,O,Mellis,37,M,10020,college,156888,cleaning
Abel,Q,Suarez,68,M,10155,high school,210642,retired
Maria,J,Michaels,21,F,10008,postgrad,194929,accounting
Hong,J,Mellis,61,F,10136,high school,74364,other
Susie,F,Xing,71,F,10091,below high school,175090,retired
Susie,M,Xing,40,F,10038,postgrad,106703,fitness/sports
Susie,E,Michaels,68,F,10024,high school,242104,retired
Mary,N,Stevens,28,F,10038,high school,109011,unemployed
Xiaohan,P,Fernandez,74,M,10031,postgrad,83494,retired
John,B,Michaels,31,M,10007,postgrad,151178,cleaning
Xiaohan,M,Fernandez,74,M,10060,some college,87283,retired
John,X,Roberts,93,M,10018,college,155982,retired
Hong,P,Mellis,63,F,10165,some college,104996,other
Michael,R,Kim,46,M,10154,college,168054,industrial
Susie,Z,Michaels,95,F,10153,some college,219655,retired
Xiaohan,C,Kim,49,M,10107,college,205182,industrial
Alice,L,Mellis,26,F,10076,postgrad,66750,engineering
John,F,Roberts,85,M,10069,postgrad,171868,retired
Alice,U,Suarez,40,F,10126,college,229562,other
Mary,E,Stevens,38,F,10010,college,215821,food preparation
Xiaohan,C,Alberts,71,M,10138,some college,126172,retired
Abel,R,Mellis,22,M,10111,high school,230315,engineering
Abel,R,Kim,31,M,10017,some college,94174,accounting
John,F,Xing,43,M,10086,below high school,161136,cleaning
Hong,P,Stevens,96,F,10107,below high school,226352,retired
Xiaohan,A,Kim,54,M,10050,some college,179782,food preparation
Mary,E,Stevens,38,F,10119,postgrad,108393,transportation
Abel,W,Mellis,29,M,10145,below high school,233555,engineering
Juan,H,Roberts,45,M,10143,some college,137466,other services
Xiaohan,R,Suarez,60,M,10031,college,139630,other services
Mary,S,Michaels,49,F,10004,some college,156972,engineering
Xiaohan,O,Kim,94,M,10179,below high school,89956,retired
Natalia,Q,Suarez,52,F,10145,postgrad,172163,restaurant and hospitality
Michael,X,Stevens,36,M,10137,some college,229639,education
Abel,E,Michaels,39,M,10136,some college,56322,restaurant and hospitality
Hong,S,Fernandez,47,F,10197,some college,122141,transportation
Alice,E,Kim,97,F,10148,postgrad,187561,retired
Susie,G,Xing,87,F,10111,college,92638,retired
Abel,E,Alberts,93,M,10093,some college,167153,retired
Juan,O,Stevens,64,M,10195,some college,142190,restaurant and hospitality
Susie,U,Xing,40,F,10003,some college,66505,accounting
Alice,F,Xing,84,F,10133,below high school,86936,retired
Susie,Q,Alberts,78,F,10062,college,109236,retired
Hong,J,Xing,88,F,10179,below high school,218146,retired
John,R,Kim,70,M,10145,postgrad,173032,retired
Mark,Q,Alberts,71,M,10197,below high school,173194,retired
Maria,Q,Michaels,25,F,10101,some college,124459,industrial
Alice,I,Mellis,78,F,10028,high school,202023,retired
Mary,A,Kim,26,F,10125,high school,231536,management
Xiaohan,L,Mellis,51,M,10170,high school,140978,other
Abel,D,Michaels,38,M,10161,below high school,222249,other
Susie,Z,Xing,91,F,10009,below high school,133704,retired
Hong,V,Mellis,37,F,10067,high school,51979,cleaning
Natalia,U,Suarez,92,F,10159,postgrad,226422,retired
Michael,T,Fernandez,75,M,10012,postgrad,165726,retired
Mary,S,Xing,84,F,10108,below high school,134168,retired
Michael,V,Suarez,28,M,10065,high school,152535,fitness/sports
Mark,F,Kim,30,M,10106,college,182793,other
Abel,K,Roberts,45,M,10138,high school,87394,transportation
Maria,P,Kim,46,F,10183,some college,148565,industrial
Maria,G,Xing,24,F,10033,high school,95811,industrial
Xiaohan,B,Fernandez,45,M,10085,college,131986,cleaning
Juan,R,Roberts,49,M,10060,below high school,107357,engineering
Natalia,S,Roberts,33,F,10080,postgrad,120276,engineering
John,M,Michaels,77,M,10163,college,247105,retired
Juan,Z,Suarez,46,M,10068,some college,114004,cleaning
Susie,M,Alberts,65,F,10175,postgrad,125743,transportation
Abel,U,Mellis,64,M,10008,postgrad,147786,cleaning
Maria,F,Mellis,53,F,10173,some college,90293,transportation
Xiaohan,H,Alberts,35,M,10035,college,88680,education
Mary,H,Kim,57,F,10012,postgrad,221371,fitness/sports
Alice,Y,Fernandez,49,F,10081,some college,108145,management
Mark,C,Suarez,40,M,10122,postgrad,69687,industrial
Abel,F,Mellis,79,M,10053,college,108013,retired
Michael,O,Kim,74,M,10180,postgrad,202810,retired
Hong,U,Xing,87,F,10008,high school,93203,retired
Natalia,B,Michaels,72,F,10061,postgrad,184575,retired
Hong,L,Mellis,69,F,10142,some college,203819,retired
Xiaohan,M,Fernandez,34,M,10197,below high school,208980,education
Hong,N,Suarez,70,F,10137,college,191790,retired
Natalia,Z,Fernandez,59,F,10174,below high school,121422,other services
Xiaohan,V,Stevens,69,M,10170,below high school,238598,retired
Susie,K,Stevens,47,F,10196,some college,71712,engineering
John,Q,Stevens,76,M,10187,college,125786,retired
Hong,W,Mellis,54,F,10129,below high school,135464,food preparation
Natalia,J,Fernandez,61,F,10120,high school,149014,unemployed
Xiaohan,N,Fernandez,48,M,10154,college,216888,education
Hong,D,Kim,96,F,10100,some college,88043,retired
Mary,S,Fernandez,83,F,10020,some college,209314,retired
Mark,O,Suarez,52,M,10071,some college,159151,accounting
Hong,B,Kim,21,F,10121,high school,62606,restaurant and hospitality
Hong,R,Roberts,31,F,10083,below high school,85606,unemployed
Hong,T,Xing,91,F,10001,postgrad,215358,retired
Abel,D,Fernandez,37,M,10165,below high school,155468,cleaning
John,H,Fernandez,63,M,10040,below high school,79152,fitness/sports
Hong,T,Suarez,43,F,10060,below high school,124084,accounting
Natalia,U,Alberts,50,F,10073,postgrad,98760,education
Mary,R,Stevens,21,F,10131,high school,226176,food preparation
Alice,D,Fernandez,73,F,10182,college,122488,retired
Michael,V,Suarez,52,M,10083,high school,94787,food preparation
Mark,F,Xing,34,M,10068,college,162425,accounting
Maria,S,Mellis,36,F,10174,college,172985,cleaning
Mary,H,Suarez,29,F,10053,high school,63687,industrial
Mary,H,Suarez,65,F,10173,high school,93618,industrial
Abel,M,Mellis,97,M,10001,high school,200621,retired
Hong,L,Suarez,85,F,10108,postgrad,168261,retired
Mark,J,Roberts,37,M,10130,high school,103518,industrial
Hong,H,Fernandez,92,F,10178,high school,198194,retired
Maria,T,Kim,50,F,10108,some college,57194,transportation
Mary,Y,Alberts,60,F,10049,below high school,164329,engineering
Mark,K,Kim,73,M,10146,high school,237870,retired
John,S,Roberts,38,M,10015,below high school,237946,fitness/sports
Michael,W,Roberts,42,M,10151,postgrad,62439,cleaning
Maria,U,Fernandez,22,F,10145,some college,142643,cleaning
Alice,F,Stevens,30,F,10185,college,213868,engineering
Michael,M,Kim,53,M,10110,some college,61775,restaurant and hospitality
Hong,T,Kim,91,F,10140,some college,167117,retired
Xiaohan,I,Kim,80,M,10007,below high school,169982,retired
Michael,V,Kim,23,M,10110,postgrad,79659,cleaning
Xiaohan,U,Kim,49,M,10022,college,168682,restaurant and hospitality
Mark,R,Michaels,96,M,10009,some college,201511,retired
Xiaohan,E,Suarez,93,M,10032,below high school,178982,retired
Susie,F,Mellis,49,F,10062,college,213761,food preparation
Susie,R,Suarez,60,F,10188,some college,108417,fitness/sports
Susie,A,Alberts,84,F,10007,college,198934,retired
Michael,M,Roberts,95,M,10177,high school,117964,retired
John,H,Suarez,61,M,10060,below high school,182965,other
John,T,Stevens,44,M,10116,college,168140,unemployed
Alice,J,Fernandez,81,F,10103,college,214038,retired
Juan,U,Fernandez,75,M,10017,below high school,191796,retired
Susie,L,Xing,74,F,10040,below high school,242138,retired
Mark,R,Michaels,62,M,10013,some college,248118,management
Michael,P,Alberts,75,M,10155,some college,72966,retired
Xiaohan,Q,Fernandez,58,M,10198,some college,129251,unemployed
Hong,G,Mellis,31,F,10058,below high school,169439,industrial
Alice,E,Alberts,69,F,10181,postgrad,178117,retired
Susie,E,Alberts,94,F,10102,some college,157290,retired
Mark,C,Roberts,45,M,10045,postgrad,164291,accounting
Susie,O,Kim,49,F,10011,below high school,156250,education
John,F,Kim,24,M,10153,postgrad,178079,unemployed
John,J,Stevens,51,M,10006,postgrad,74747,other
Michael,U,Fernandez,27,M,10059,high school,135374,industrial
John,N,Fernandez,96,M,10092,college,208490,retired
Maria,Y,Mellis,25,F,10165,below high school,90596,transportation
Michael,F,Michaels,73,M,10025,postgrad,220847,retired
Mark,C,Kim,57,M,10165,below high school,122381,engineering
Maria,H,Alberts,74,F,10125,below high school,209143,retired
Natalia,X,Stevens,21,F,10003,college,121377,industrial
Mary,G,Stevens,59,F,10114,high school,65292,management
Natalia,P,Mellis,97,F,10199,postgrad,226918,retired
Alice,I,Xing,83,F,10042,college,108679,retired
Hong,L,Stevens,48,F,10158,postgrad,132013,food preparation
Abel,L,Xing,39,M,10162,high school,194338,fitness/sports
Abel,S,Xing,40,M,10160,some college,77499,fitness/sports
Alice,J,Kim,84,F,10028,college,82394,retired
Juan,I,Fernandez,84,M,10170,postgrad,167817,retired
John,M,Xing,97,M,10060,postgrad,79793,retired
Susie,O,Xing,47,F,10046,college,134990,cleaning
Maria,C,Mellis,37,F,10116,postgrad,68272,management
Juan,T,Fernandez,34,M,10129,college,155836,other services
Juan,I,Suarez,50,M,10109,college,90346,management
Michael,D,Michaels,83,M,10028,high school,71482,retired
Maria,H,Alberts,39,F,10032,postgrad,126754,unemployed
Juan,B,Fernandez,83,M,10141,postgrad,74095,retired
Mark,O,Xing,95,M,10079,postgrad,205344,retired
Michael,Z,Roberts,79,M,10068,college,201827,retired
Hong,L,Michaels,75,F,10171,college,197575,retired
Xiaohan,J,Alberts,34,M,10049,postgrad,241295,engineering
Alice,G,Mellis,56,F,10107,high school,207262,other
Alice,U,Stevens,88,F,10056,college,137976,retired
Xiaohan,N,Roberts,60,M,10067,some college,169556,cleaning
Mary,Y,Stevens,33,F,10155,below high school,167875,engineering
Alice,I,Michaels,71,F,10174,postgrad,195521,retired
Mark,S,Mellis,55,M,10139,postgrad,116737,education
Xiaohan,E,Suarez,24,M,10009,high school,59991,unemployed
Maria,G,Suarez,26,F,10014,below high school,230851,industrial
Susie,N,Xing,61,F,10130,college,199763,food preparation
Michael,V,Mellis,60,M,10186,high school,236860,management
Xiaohan,B,Alberts,38,M,10103,below high school,211252,other
Alice,W,Xing,31,F,10139,high school,171374,engineering
Juan,X,Suarez,62,M,10101,some college,128580,cleaning
Alice,Y,Kim,87,F,10158,college,194067,retired
Maria,H,Stevens,30,F,10075,some college,57355,unemployed
Juan,F,Mellis,69,M,10134,high school,167638,retired
Michael,S,Michaels,52,M,10099,college,93946,transportation
Mark,H,Alberts,87,M,10159,high school,235047,retired
Michael,L,Roberts,87,M,10008,postgrad,210702,retired
Abel,G,Mellis,73,M,10072,some college,65661,retired
John,R,Mellis,59,M,10102,college,121508,transportation
Natalia,I,Kim,95,F,10091,some college,99478,retired
Maria,A,Xing,78,F,10015,college,208237,retired
Alice,X,Suarez,69,F,10123,below high school,189836,retired
Natalia,N,Michaels,24,F,10192,below high school,74378,unemployed
Xiaohan,R,Alberts,61,M,10108,below high school,134317,transportation
Alice,E,Mellis,86,F,10076,some college,216715,retired
Maria,K,Michaels,76,F,10147,college,66877,retired
Michael,K,Roberts,72,M,10130,college,138030,retired
Maria,F,Xing,70,F,10020,college,119711,retired
Juan,A,Mellis,49,M,10168,below high school,236353,fitness/sports
